Date,Trading_Hrs_Return,Total_Return,Difference,Class_,New_Date
05/02/2020,0.0769,2.2447,2.1678,Southwest_Airlines,2020-02-05
06/02/2020,-0.7973,-0.2898,0.5074,Southwest_Airlines,2020-02-06
07/02/2020,-1.1758,-0.423,0.7528,Southwest_Airlines,2020-02-07
10/02/2020,-0.5847,0.9317,1.5163,Southwest_Airlines,2020-02-10
11/02/2020,-0.5697,0.8607,1.4304,Southwest_Airlines,2020-02-11
12/02/2020,-0.4985,-0.4293,0.0693,Southwest_Airlines,2020-02-12
13/02/2020,0.0329,1.3451,1.3122,Southwest_Airlines,2020-02-13
14/02/2020,-2.351,-1.22,1.131,Southwest_Airlines,2020-02-14
18/02/2020,-1.7043,-0.6632,1.0411,Southwest_Airlines,2020-02-18
19/02/2020,-1.9905,-1.0769,0.9137,Southwest_Airlines,2020-02-19
20/02/2020,-1.1284,-4.903,-3.7746,Southwest_Airlines,2020-02-20
25/02/2020,-9.378,-7.7382,1.6398,Southwest_Airlines,2020-02-25
26/02/2020,-3.1382,-6.9668,-3.8286,Southwest_Airlines,2020-02-26
27/02/2020,-0.7746,-3.0345,-2.2598,Southwest_Airlines,2020-02-27
28/02/2020,0.6401,2.9412,2.3011,Southwest_Airlines,2020-02-28
02/03/2020,0.2354,2.3666,2.1312,Southwest_Airlines,2020-03-02
03/03/2020,-5.8231,-3.8525,1.9706,Southwest_Airlines,2020-03-03
04/03/2020,1.7224,-1.9608,-3.6832,Southwest_Airlines,2020-03-04
05/03/2020,-0.2009,-2.9632,-2.7623,Southwest_Airlines,2020-03-05
06/03/2020,4.1091,-1.358,-5.4671,Southwest_Airlines,2020-03-06
09/03/2020,0.9532,5.4624,4.5091,Southwest_Airlines,2020-03-09
10/03/2020,-0.5124,-3.0304,-2.518,Southwest_Airlines,2020-03-10
11/03/2020,-3.9766,-10.587,-6.6104,Southwest_Airlines,2020-03-11
12/03/2020,-8.3692,0.0509,8.4202,Southwest_Airlines,2020-03-12
13/03/2020,2.4609,-7.3151,-9.776,Southwest_Airlines,2020-03-13
16/03/2020,0.7759,5.2689,4.493,Southwest_Airlines,2020-03-16
17/03/2020,-1.7931,-8.0089,-6.2157,Southwest_Airlines,2020-03-17
18/03/2020,-1.5252,-1.6765,-0.1514,Southwest_Airlines,2020-03-18
19/03/2020,-10.1059,-7.2706,2.8353,Southwest_Airlines,2020-03-19
20/03/2020,-1.5021,-1.3006,0.2015,Southwest_Airlines,2020-03-20
23/03/2020,5.8659,15.8029,9.937,Southwest_Airlines,2020-03-23
24/03/2020,1.3824,12.4214,11.039,Southwest_Airlines,2020-03-24
25/03/2020,-5.5116,-0.4237,5.0878,Southwest_Airlines,2020-03-25
26/03/2020,-1.0794,-3.5066,-2.4271,Southwest_Airlines,2020-03-26
27/03/2020,-9.6498,-10.8415,-1.1917,Southwest_Airlines,2020-03-27
30/03/2020,-1.7863,-0.5766,1.2097,Southwest_Airlines,2020-03-30
31/03/2020,0.3059,-3.5736,-3.8795,Southwest_Airlines,2020-03-31
01/04/2020,-6.9106,-5.3482,1.5624,Southwest_Airlines,2020-04-01
02/04/2020,-2.8472,-2.5916,0.2556,Southwest_Airlines,2020-04-02
03/04/2020,-3.3142,0.7099,4.0241,Southwest_Airlines,2020-04-03
06/04/2020,-3.2444,6.2647,9.5091,Southwest_Airlines,2020-04-06
07/04/2020,-2.8518,-0.9143,1.9375,Southwest_Airlines,2020-04-07
08/04/2020,2.5616,8.6035,6.0419,Southwest_Airlines,2020-04-08
09/04/2020,0.5284,1.3411,0.8127,Southwest_Airlines,2020-04-09
13/04/2020,-7.0164,-4.0195,2.9969,Southwest_Airlines,2020-04-13
14/04/2020,0.2215,-0.8307,-1.0522,Southwest_Airlines,2020-04-14
15/04/2020,-4.7944,-8.204,-3.4096,Southwest_Airlines,2020-04-15
16/04/2020,-3.0699,1.5115,4.5814,Southwest_Airlines,2020-04-16
17/04/2020,-2.7004,-6.5367,-3.8363,Southwest_Airlines,2020-04-17
20/04/2020,4.0579,-1.4609,-5.5188,Southwest_Airlines,2020-04-20
21/04/2020,2.0807,1.9388,-0.142,Southwest_Airlines,2020-04-21
22/04/2020,-1.1004,-2.2737,-1.1733,Southwest_Airlines,2020-04-22
23/04/2020,2.5405,2.229,-0.3115,Southwest_Airlines,2020-04-23
24/04/2020,-2.3531,-2.4076,-0.0545,Southwest_Airlines,2020-04-24
27/04/2020,-0.9497,-2.1936,-1.2439,Southwest_Airlines,2020-04-27
28/04/2020,3.5476,2.1738,-1.3737,Southwest_Airlines,2020-04-28
29/04/2020,5.8298,3.5122,-2.3176,Southwest_Airlines,2020-04-29
30/04/2020,2.8684,-0.2643,-3.1326,Southwest_Airlines,2020-04-30
01/05/2020,-3.6122,-11.7272,-8.1149,Southwest_Airlines,2020-05-01
04/05/2020,3.2906,4.0578,0.7672,Southwest_Airlines,2020-05-04
05/05/2020,-4.8053,-5.2885,-0.4831,Southwest_Airlines,2020-05-05
06/05/2020,-5.3156,-5.7454,-0.4299,Southwest_Airlines,2020-05-06
07/05/2020,2.3055,4.6715,2.366,Southwest_Airlines,2020-05-07
08/05/2020,4.6377,0.5946,-4.0431,Southwest_Airlines,2020-05-08
11/05/2020,-0.2016,-0.8828,-0.6812,Southwest_Airlines,2020-05-11
12/05/2020,-2.5287,-4.5832,-2.0545,Southwest_Airlines,2020-05-12
13/05/2020,-3.0016,-6.6301,-3.6284,Southwest_Airlines,2020-05-13
14/05/2020,7.3399,4.3635,-2.9764,Southwest_Airlines,2020-05-14
15/05/2020,-0.964,6.0804,7.0444,Southwest_Airlines,2020-05-15
18/05/2020,6.0064,9.6423,3.6359,Southwest_Airlines,2020-05-18
19/05/2020,-1.1991,0.2828,1.4819,Southwest_Airlines,2020-05-19
20/05/2020,3.8373,3.1511,-0.6862,Southwest_Airlines,2020-05-20
21/05/2020,2.1872,1.3224,-0.8648,Southwest_Airlines,2020-05-21
22/05/2020,-1.8748,7.0619,8.9367,Southwest_Airlines,2020-05-22
26/05/2020,3.2175,9.743,6.5255,Southwest_Airlines,2020-05-26
27/05/2020,-2.5745,-3.5937,-1.0191,Southwest_Airlines,2020-05-27
28/05/2020,-2.0883,-6.2792,-4.1909,Southwest_Airlines,2020-05-28
29/05/2020,3.3262,2.5224,-0.8038,Southwest_Airlines,2020-05-29
01/06/2020,5.322,7.8024,2.4804,Southwest_Airlines,2020-06-01
02/06/2020,0.0391,0.9974,0.9584,Southwest_Airlines,2020-06-02
03/06/2020,4.6879,7.2118,2.5238,Southwest_Airlines,2020-06-03
04/06/2020,2.4022,11.7677,9.3655,Southwest_Airlines,2020-06-04
05/06/2020,-8.3146,-5.5102,2.8045,Southwest_Airlines,2020-06-05
08/06/2020,2.9548,-5.0824,-8.0373,Southwest_Airlines,2020-06-08
09/06/2020,1.6874,-5.0156,-6.703,Southwest_Airlines,2020-06-09
10/06/2020,4.6297,-8.7264,-13.3561,Southwest_Airlines,2020-06-10
11/06/2020,1.4443,10.1197,8.6755,Southwest_Airlines,2020-06-11
12/06/2020,0.2828,-6.3909,-6.6737,Southwest_Airlines,2020-06-12
15/06/2020,8.548,14.0398,5.4918,Southwest_Airlines,2020-06-15
16/06/2020,-4.1989,-6.2258,-2.0269,Southwest_Airlines,2020-06-16
17/06/2020,1.6129,-1.2164,-2.8293,Southwest_Airlines,2020-06-17
18/06/2020,3.4912,2.5806,-0.9105,Southwest_Airlines,2020-06-18
19/06/2020,-2.5626,-6.9456,-4.383,Southwest_Airlines,2020-06-19
22/06/2020,3.8475,2.2039,-1.6436,Southwest_Airlines,2020-06-22
23/06/2020,2.7335,-2.2427,-4.9761,Southwest_Airlines,2020-06-23
24/06/2020,-2.2712,-8.2647,-5.9935,Southwest_Airlines,2020-06-24
25/06/2020,8.7791,6.2199,-2.5591,Southwest_Airlines,2020-06-25
26/06/2020,-0.824,0.0604,0.8844,Southwest_Airlines,2020-06-26
29/06/2020,8.5151,5.5204,-2.9947,Southwest_Airlines,2020-06-29
30/06/2020,0.6296,0.8862,0.2566,Southwest_Airlines,2020-06-30
01/07/2020,-1.2032,-1.6719,-0.4687,Southwest_Airlines,2020-07-01
02/07/2020,1.0558,-1.8876,-2.9434,Southwest_Airlines,2020-07-02
03/07/2020,3,1.9827,-1.0173,Southwest_Airlines,2020-07-03
06/07/2020,1.843,-3.5426,-5.3857,Southwest_Airlines,2020-07-06
07/07/2020,1.6006,-2.5978,-4.1984,Southwest_Airlines,2020-07-07
08/07/2020,3.9157,-0.4598,-4.3755,Southwest_Airlines,2020-07-08
09/07/2020,0.0816,-4.0345,-4.1161,Southwest_Airlines,2020-07-09
10/07/2020,9.7267,7.2529,-2.4738,Southwest_Airlines,2020-07-10
13/07/2020,0.5344,-4.7277,-5.2621,Southwest_Airlines,2020-07-13
14/07/2020,7.5936,10.0188,2.4253,Southwest_Airlines,2020-07-14
15/07/2020,5.2641,-0.5709,-5.835,Southwest_Airlines,2020-07-15
16/07/2020,1.1369,-2.182,-3.319,Southwest_Airlines,2020-07-16
17/07/2020,3.1209,-0.2935,-3.4144,Southwest_Airlines,2020-07-17
20/07/2020,-0.0018,-1.884,-1.8822,Southwest_Airlines,2020-07-20
21/07/2020,3.4017,0.51,-2.8917,Southwest_Airlines,2020-07-21
22/07/2020,2.4004,-2.2388,-4.6393,Southwest_Airlines,2020-07-22
23/07/2020,3.0629,-1.3282,-4.3911,Southwest_Airlines,2020-07-23
24/07/2020,0.9027,-2.2621,-3.1648,Southwest_Airlines,2020-07-24
27/07/2020,2.8304,0.1741,-2.6563,Southwest_Airlines,2020-07-27
28/07/2020,5.0054,2.8699,-2.1355,Southwest_Airlines,2020-07-28
03/02/2020,-0.3325,6.3557,6.6883,United_Airlines,2020-02-03
05/02/2020,2.3567,2.0601,-0.2966,United_Airlines,2020-02-05
06/02/2020,-1.2641,-3.012,-1.7479,United_Airlines,2020-02-06
07/02/2020,0.3886,-1.4996,-1.8882,United_Airlines,2020-02-07
10/02/2020,1.8695,1.5923,-0.2772,United_Airlines,2020-02-10
11/02/2020,1.6564,1.7623,0.1059,United_Airlines,2020-02-11
12/02/2020,2.0098,-0.6792,-2.6889,United_Airlines,2020-02-12
13/02/2020,1.1711,0.3994,-0.7717,United_Airlines,2020-02-13
14/02/2020,-1.0924,-2.69,-1.5976,United_Airlines,2020-02-14
18/02/2020,2.5775,2.2581,-0.3195,United_Airlines,2020-02-18
19/02/2020,-0.7915,-1.6772,-0.8857,United_Airlines,2020-02-19
20/02/2020,1.6663,-4.1795,-5.8458,United_Airlines,2020-02-20
25/02/2020,-6.4813,-5.6888,0.7925,United_Airlines,2020-02-25
26/02/2020,-6.2825,-12.8927,-6.6101,United_Airlines,2020-02-26
27/02/2020,4.5713,0.3023,-4.269,United_Airlines,2020-02-27
28/02/2020,-1.2432,-3.0501,-1.8069,United_Airlines,2020-02-28
02/03/2020,1.4551,3.6098,2.1547,United_Airlines,2020-03-02
03/03/2020,-6.9773,-5.9031,1.0742,United_Airlines,2020-03-03
04/03/2020,1.5196,-4.2576,-5.7773,United_Airlines,2020-03-04
05/03/2020,-8.4188,-14.4966,-6.0778,United_Airlines,2020-03-05
06/03/2020,8.5984,1.2219,-7.3765,United_Airlines,2020-03-06
09/03/2020,-3.6323,3.2755,6.9078,United_Airlines,2020-03-09
10/03/2020,4.2511,-0.9107,-5.1617,United_Airlines,2020-03-10
11/03/2020,-0.6073,-14.4937,-13.8864,United_Airlines,2020-03-11
12/03/2020,-12.8915,-3.0918,9.7996,United_Airlines,2020-03-12
13/03/2020,1.0267,-17.0136,-18.0402,United_Airlines,2020-03-13
16/03/2020,4.6668,5.6902,1.0234,United_Airlines,2020-03-16
17/03/2020,-16.0347,-21.6696,-5.635,United_Airlines,2020-03-17
18/03/2020,-25.0317,-26.9061,-1.8744,United_Airlines,2020-03-18
19/03/2020,3.2549,10.8423,7.5875,United_Airlines,2020-03-19
20/03/2020,7.007,11.0325,4.0255,United_Airlines,2020-03-20
23/03/2020,3.1696,22.8209,19.6513,United_Airlines,2020-03-23
24/03/2020,5.7467,19.561,13.8143,United_Airlines,2020-03-24
25/03/2020,-2.1125,0.4735,2.586,United_Airlines,2020-03-25
26/03/2020,-5.6903,-9.0383,-3.348,United_Airlines,2020-03-26
27/03/2020,-3.9667,-12.4602,-8.4935,United_Airlines,2020-03-27
30/03/2020,0.3789,3.26,2.8812,United_Airlines,2020-03-30
31/03/2020,1.9314,-7.9024,-9.8338,United_Airlines,2020-03-31
01/04/2020,-10.2507,-12.2171,-1.9664,United_Airlines,2020-04-01
02/04/2020,-6.3563,-4.7012,1.6551,United_Airlines,2020-04-02
03/04/2020,-3.8565,-1.0307,2.8258,United_Airlines,2020-04-03
06/04/2020,1.827,17.0908,15.2638,United_Airlines,2020-04-06
07/04/2020,-11.2574,-9.683,1.5744,United_Airlines,2020-04-07
08/04/2020,10.3083,18.5157,8.2074,United_Airlines,2020-04-08
09/04/2020,6.7087,7.6289,0.9202,United_Airlines,2020-04-09
13/04/2020,-9.3,-4.8095,4.4905,United_Airlines,2020-04-13
14/04/2020,-0.21,3.4664,3.6765,United_Airlines,2020-04-14
15/04/2020,-0.296,-4.6936,-4.3976,United_Airlines,2020-04-15
16/04/2020,-7.7075,-0.4378,7.2697,United_Airlines,2020-04-16
17/04/2020,-4.2811,-8.1474,-3.8663,United_Airlines,2020-04-17
20/04/2020,-0.1671,-2.1142,-1.9471,United_Airlines,2020-04-20
21/04/2020,2.4256,1.4708,-0.9548,United_Airlines,2020-04-21
22/04/2020,-6.2807,-4.8047,1.476,United_Airlines,2020-04-22
23/04/2020,-2.0479,-0.2915,1.7565,United_Airlines,2020-04-23
24/04/2020,-2.6831,-0.4193,2.2639,United_Airlines,2020-04-24
27/04/2020,-4.499,-0.5639,3.935,United_Airlines,2020-04-27
28/04/2020,7.0452,15.7285,8.6833,United_Airlines,2020-04-28
29/04/2020,3.9347,-0.4364,-4.3711,United_Airlines,2020-04-29
30/04/2020,-1.3938,-5.4076,-4.0138,United_Airlines,2020-04-30
01/05/2020,-6.6066,-15.8885,-9.2819,United_Airlines,2020-05-01
04/05/2020,5.779,10.4407,4.6617,United_Airlines,2020-05-04
05/05/2020,-8.365,-7.6619,0.7031,United_Airlines,2020-05-05
06/05/2020,-5.5948,-4.3337,1.2611,United_Airlines,2020-05-06
07/05/2020,-2.2427,2.4322,4.6749,United_Airlines,2020-05-07
08/05/2020,6.4678,3.0656,-3.4022,United_Airlines,2020-05-08
11/05/2020,-2.4092,-1.5016,0.9076,United_Airlines,2020-05-11
12/05/2020,-5.7635,-5.9811,-0.2176,United_Airlines,2020-05-12
13/05/2020,-8.8989,-12.8565,-3.9576,United_Airlines,2020-05-13
14/05/2020,2.1846,-0.1886,-2.3732,United_Airlines,2020-05-14
15/05/2020,0.6433,12.2274,11.584,United_Airlines,2020-05-15
18/05/2020,8.7364,16.3018,7.5654,United_Airlines,2020-05-18
19/05/2020,-8.5853,-4.414,4.1713,United_Airlines,2020-05-19
20/05/2020,0.9211,2.5546,1.6335,United_Airlines,2020-05-20
21/05/2020,2.1102,4.9619,2.8517,United_Airlines,2020-05-21
22/05/2020,-4.7199,4.9669,9.6868,United_Airlines,2020-05-22
26/05/2020,5.5857,17.2862,11.7006,United_Airlines,2020-05-26
27/05/2020,-6.1593,-8.5509,-2.3915,United_Airlines,2020-05-27
28/05/2020,-3.5383,-8.8977,-5.3595,United_Airlines,2020-05-28
29/05/2020,2.9646,4.4718,1.5072,United_Airlines,2020-05-29
01/06/2020,3.2692,7.6273,4.3581,United_Airlines,2020-06-01
02/06/2020,-2.4626,1.7511,4.2137,United_Airlines,2020-06-02
03/06/2020,7.8845,14.7626,6.8781,United_Airlines,2020-06-03
04/06/2020,9.599,35.377,25.7781,United_Airlines,2020-06-04
05/06/2020,-12.2967,-4.6978,7.5989,United_Airlines,2020-06-05
08/06/2020,5.553,-3.1389,-8.6919,United_Airlines,2020-06-08
09/06/2020,-0.0984,-5.7694,-5.671,United_Airlines,2020-06-09
10/06/2020,-5.7674,-21.8284,-16.061,United_Airlines,2020-06-10
11/06/2020,1.3083,14.9006,13.5923,United_Airlines,2020-06-11
12/06/2020,4.6065,-4.8274,-9.4339,United_Airlines,2020-06-12
15/06/2020,8.382,18.3616,9.9796,United_Airlines,2020-06-15
16/06/2020,-5.9488,-7.6795,-1.7307,United_Airlines,2020-06-16
17/06/2020,-0.2705,-3.3376,-3.0671,United_Airlines,2020-06-17
18/06/2020,3.3912,6.0823,2.6911,United_Airlines,2020-06-18
19/06/2020,-8.5105,-11.9179,-3.4074,United_Airlines,2020-06-19
22/06/2020,2.4895,3.9227,1.4332,United_Airlines,2020-06-22
23/06/2020,-2.3946,-5.1422,-2.7477,United_Airlines,2020-06-23
24/06/2020,-5.7958,-9.6021,-3.8062,United_Airlines,2020-06-24
25/06/2020,9.4053,10.0478,0.6426,United_Airlines,2020-06-25
26/06/2020,-5.5196,-3.7681,1.7515,United_Airlines,2020-06-26
29/06/2020,4.9042,4.2169,-0.6874,United_Airlines,2020-06-29
30/06/2020,-1.0858,6.7052,7.791,United_Airlines,2020-06-30
01/07/2020,-7.6122,-2.8169,4.7953,United_Airlines,2020-07-01
02/07/2020,-5.8838,-4.9331,0.9507,United_Airlines,2020-07-02
03/07/2020,-1,1.9056,2.9056,United_Airlines,2020-07-03
06/07/2020,0.2816,-1.985,-2.2667,United_Airlines,2020-07-06
07/07/2020,-5.3877,-7.1911,-1.8033,United_Airlines,2020-07-07
08/07/2020,1.7865,1.2018,-0.5848,United_Airlines,2020-07-08
09/07/2020,-6.7698,-7.3125,-0.5427,United_Airlines,2020-07-09
10/07/2020,8.7832,12.4747,3.6915,United_Airlines,2020-07-10
13/07/2020,-5.8372,-7.9257,-2.0884,United_Airlines,2020-07-13
14/07/2020,2.2521,11.1147,8.8626,United_Airlines,2020-07-14
15/07/2020,5.4975,1.3771,-4.1204,United_Airlines,2020-07-15
16/07/2020,-1.3748,-0.9538,0.4211,United_Airlines,2020-07-16
17/07/2020,-1.9822,-1.0797,0.9025,United_Airlines,2020-07-17
20/07/2020,-5.7748,-3.5988,2.176,United_Airlines,2020-07-20
21/07/2020,-0.0912,0.0612,0.1524,United_Airlines,2020-07-21
22/07/2020,-3.9064,-4.0976,-0.1911,United_Airlines,2020-07-22
23/07/2020,4.7136,5.2229,0.5093,United_Airlines,2020-07-23
24/07/2020,-5.3196,-0.3061,5.0135,United_Airlines,2020-07-24
27/07/2020,-6.4497,-1.5625,4.8872,United_Airlines,2020-07-27
28/07/2020,-2.0106,3.7273,5.7379,United_Airlines,2020-07-28
